station_id,station_name,latitude,longitude,pollutant,value,unit,avg_period_minutes,datetime_utc,datetime_local,source_url,source_agency,ingested_at_utc,license,quality_flag
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,15.57,µg/m³,60,2000-01-03T00:00:00,2000-01-03T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,27.9,µg/m³,60,2000-01-03T00:00:00,2000-01-03T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,24.93,µg/m³,60,2000-01-03T00:00:00,2000-01-03T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,15.94,µg/m³,60,2000-01-03T00:00:00,2000-01-03T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,3.78,µg/m³,60,2000-01-03T00:00:00,2000-01-03T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,837.7,µg/m³,60,2000-01-03T00:00:00,2000-01-03T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,17.57,µg/m³,60,2000-01-04T00:00:00,2000-01-04T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,33.74,µg/m³,60,2000-01-04T00:00:00,2000-01-04T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,29.1,µg/m³,60,2000-01-04T00:00:00,2000-01-04T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,19.28,µg/m³,60,2000-01-04T00:00:00,2000-01-04T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,4.78,µg/m³,60,2000-01-04T00:00:00,2000-01-04T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,971.19,µg/m³,60,2000-01-04T00:00:00,2000-01-04T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,19.57,µg/m³,60,2000-01-05T00:00:00,2000-01-05T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,39.58,µg/m³,60,2000-01-05T00:00:00,2000-01-05T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,33.27,µg/m³,60,2000-01-05T00:00:00,2000-01-05T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,22.62,µg/m³,60,2000-01-05T00:00:00,2000-01-05T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,5.79,µg/m³,60,2000-01-05T00:00:00,2000-01-05T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,1104.69,µg/m³,60,2000-01-05T00:00:00,2000-01-05T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,21.57,µg/m³,60,2000-01-06T00:00:00,2000-01-06T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,45.42,µg/m³,60,2000-01-06T00:00:00,2000-01-06T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,37.44,µg/m³,60,2000-01-06T00:00:00,2000-01-06T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,25.95,µg/m³,60,2000-01-06T00:00:00,2000-01-06T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,6.79,µg/m³,60,2000-01-06T00:00:00,2000-01-06T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,1238.18,µg/m³,60,2000-01-06T00:00:00,2000-01-06T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,23.58,µg/m³,60,2000-01-07T00:00:00,2000-01-07T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,51.26,µg/m³,60,2000-01-07T00:00:00,2000-01-07T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,41.61,µg/m³,60,2000-01-07T00:00:00,2000-01-07T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,29.29,µg/m³,60,2000-01-07T00:00:00,2000-01-07T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,7.79,µg/m³,60,2000-01-07T00:00:00,2000-01-07T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,1371.68,µg/m³,60,2000-01-07T00:00:00,2000-01-07T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,11.58,µg/m³,60,2000-01-08T00:00:00,2000-01-08T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,16.27,µg/m³,60,2000-01-08T00:00:00,2000-01-08T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,16.62,µg/m³,60,2000-01-08T00:00:00,2000-01-08T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,9.3,µg/m³,60,2000-01-08T00:00:00,2000-01-08T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,1.79,µg/m³,60,2000-01-08T00:00:00,2000-01-08T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,571.84,µg/m³,60,2000-01-08T00:00:00,2000-01-08T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,13.58,µg/m³,60,2000-01-09T00:00:00,2000-01-09T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,22.11,µg/m³,60,2000-01-09T00:00:00,2000-01-09T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,20.79,µg/m³,60,2000-01-09T00:00:00,2000-01-09T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,12.63,µg/m³,60,2000-01-09T00:00:00,2000-01-09T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,2.79,µg/m³,60,2000-01-09T00:00:00,2000-01-09T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,705.33,µg/m³,60,2000-01-09T00:00:00,2000-01-09T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,15.58,µg/m³,60,2000-01-10T00:00:00,2000-01-10T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,27.95,µg/m³,60,2000-01-10T00:00:00,2000-01-10T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,24.96,µg/m³,60,2000-01-10T00:00:00,2000-01-10T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,15.97,µg/m³,60,2000-01-10T00:00:00,2000-01-10T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,3.79,µg/m³,60,2000-01-10T00:00:00,2000-01-10T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,838.82,µg/m³,60,2000-01-10T00:00:00,2000-01-10T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,17.58,µg/m³,60,2000-01-11T00:00:00,2000-01-11T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,33.79,µg/m³,60,2000-01-11T00:00:00,2000-01-11T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,29.13,µg/m³,60,2000-01-11T00:00:00,2000-01-11T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,19.31,µg/m³,60,2000-01-11T00:00:00,2000-01-11T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,4.79,µg/m³,60,2000-01-11T00:00:00,2000-01-11T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,972.32,µg/m³,60,2000-01-11T00:00:00,2000-01-11T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,19.59,µg/m³,60,2000-01-12T00:00:00,2000-01-12T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,39.63,µg/m³,60,2000-01-12T00:00:00,2000-01-12T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,33.31,µg/m³,60,2000-01-12T00:00:00,2000-01-12T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,22.65,µg/m³,60,2000-01-12T00:00:00,2000-01-12T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,5.79,µg/m³,60,2000-01-12T00:00:00,2000-01-12T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,1105.81,µg/m³,60,2000-01-12T00:00:00,2000-01-12T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,21.59,µg/m³,60,2000-01-13T00:00:00,2000-01-13T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,45.47,µg/m³,60,2000-01-13T00:00:00,2000-01-13T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,37.48,µg/m³,60,2000-01-13T00:00:00,2000-01-13T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,25.98,µg/m³,60,2000-01-13T00:00:00,2000-01-13T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,6.79,µg/m³,60,2000-01-13T00:00:00,2000-01-13T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,1239.3,µg/m³,60,2000-01-13T00:00:00,2000-01-13T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,23.59,µg/m³,60,2000-01-14T00:00:00,2000-01-14T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,51.31,µg/m³,60,2000-01-14T00:00:00,2000-01-14T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,41.65,µg/m³,60,2000-01-14T00:00:00,2000-01-14T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,29.32,µg/m³,60,2000-01-14T00:00:00,2000-01-14T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,7.8,µg/m³,60,2000-01-14T00:00:00,2000-01-14T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,1372.8,µg/m³,60,2000-01-14T00:00:00,2000-01-14T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,11.59,µg/m³,60,2000-01-15T00:00:00,2000-01-15T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,16.32,µg/m³,60,2000-01-15T00:00:00,2000-01-15T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,16.65,µg/m³,60,2000-01-15T00:00:00,2000-01-15T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,9.32,µg/m³,60,2000-01-15T00:00:00,2000-01-15T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,1.8,µg/m³,60,2000-01-15T00:00:00,2000-01-15T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,572.96,µg/m³,60,2000-01-15T00:00:00,2000-01-15T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,13.6,µg/m³,60,2000-01-16T00:00:00,2000-01-16T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,22.16,µg/m³,60,2000-01-16T00:00:00,2000-01-16T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,20.83,µg/m³,60,2000-01-16T00:00:00,2000-01-16T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,12.66,µg/m³,60,2000-01-16T00:00:00,2000-01-16T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,2.8,µg/m³,60,2000-01-16T00:00:00,2000-01-16T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,706.45,µg/m³,60,2000-01-16T00:00:00,2000-01-16T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,15.6,µg/m³,60,2000-01-17T00:00:00,2000-01-17T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,28.0,µg/m³,60,2000-01-17T00:00:00,2000-01-17T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,25.0,µg/m³,60,2000-01-17T00:00:00,2000-01-17T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,16.0,µg/m³,60,2000-01-17T00:00:00,2000-01-17T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,3.8,µg/m³,60,2000-01-17T00:00:00,2000-01-17T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,839.95,µg/m³,60,2000-01-17T00:00:00,2000-01-17T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,17.6,µg/m³,60,2000-01-18T00:00:00,2000-01-18T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,33.84,µg/m³,60,2000-01-18T00:00:00,2000-01-18T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,29.17,µg/m³,60,2000-01-18T00:00:00,2000-01-18T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,19.34,µg/m³,60,2000-01-18T00:00:00,2000-01-18T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,4.8,µg/m³,60,2000-01-18T00:00:00,2000-01-18T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,973.44,µg/m³,60,2000-01-18T00:00:00,2000-01-18T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,19.6,µg/m³,60,2000-01-19T00:00:00,2000-01-19T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,39.68,µg/m³,60,2000-01-19T00:00:00,2000-01-19T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,33.34,µg/m³,60,2000-01-19T00:00:00,2000-01-19T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,22.67,µg/m³,60,2000-01-19T00:00:00,2000-01-19T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,5.8,µg/m³,60,2000-01-19T00:00:00,2000-01-19T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,1106.93,µg/m³,60,2000-01-19T00:00:00,2000-01-19T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,21.61,µg/m³,60,2000-01-20T00:00:00,2000-01-20T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,45.52,µg/m³,60,2000-01-20T00:00:00,2000-01-20T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,37.51,µg/m³,60,2000-01-20T00:00:00,2000-01-20T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,26.01,µg/m³,60,2000-01-20T00:00:00,2000-01-20T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,so2,6.8,µg/m³,60,2000-01-20T00:00:00,2000-01-20T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,co,1240.43,µg/m³,60,2000-01-20T00:00:00,2000-01-20T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm25,23.61,µg/m³,60,2000-01-21T00:00:00,2000-01-21T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,pm10,51.36,µg/m³,60,2000-01-21T00:00:00,2000-01-21T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,o3,41.69,µg/m³,60,2000-01-21T00:00:00,2000-01-21T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
cras_fercal,CRAS Fercal,-15.7023,-47.8008,no2,29.35,µg/m³,60,2000-01-21T00:00:00,2000-01-21T00:00:00,https://monitorar.mma.gov.br/painel,MMA,2025-09-17T01:34:59.345854,,ok
